CNT,CNTSCHID,REGION,STRATUM,LOC,COMP,SCSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,STUBI,TEABI,RESSI,STAFI,total_homework_time,CPERIODS,SCIENCE,READING,MATH,mean_reading_attitude,mean_science_attitude,mean_math_attitude
POL,61600249,61600,POL02,1,2,137,64,73,9.7857,14,2,1,1.25,1.25,2.6923076923076925,31.692307692307693,482.5450076923077,467.42495384615387,479.97229999999996,2.4615384615384617,2.435897435897436,2.4615384615384617
POL,61600250,61600,POL03,1,1,988,824,164,12.1975,81,2.4,2.2,1.25,3.75,2.5217391304347827,38.73913043478261,513.3978130434782,486.1653652173913,510.5543739130435,2.5942028985507246,2.5507246376811596,2.3768115942028984
SVK,70300001,70300,SVK22,1,1,181,174,7,6.9615,26,2.8,2.4,2.75,2.25,2,22.666666666666668,435.085675,400.29250833333333,435.3720833333333,2.4444444444444446,2.3333333333333335,2.1944444444444446
SVK,70300002,70300,SVK19,1,2,425,399,26,9.8837,43,2.6,2.2,1.75,1.5,2.260869565217391,33.56521739130435,465.5574347826087,435.49894347826086,472.62471739130433,2.5072463768115942,2.260869565217391,2.36231884057971
SVK,70300003,70300,SVK01,1,1,548,280,268,11.4167,48,2,1.6,1.75,2.25,2.5,30.333333333333332,438.581275,410.6167,444.11034166666667,2.7777777777777777,2.75,2.861111111111111
SVK,70300004,70300,SVK07,0,3,245,117,128,8.4483,29,3.2,1.6,2.75,1.5,2,6.666666666666667,404.4063,384.2126,361.28276666666665,2.4444444444444446,2.555555555555556,2.2222222222222223
SVK,70300005,70300,SVK08,0,1,510,253,257,20.4,25,2,1.8,1,1,2.0833333333333335,18.833333333333332,364.82666666666665,360.486825,364.1204416666667,2.5277777777777777,2.5277777777777777,2
SVK,70300006,70300,SVK05,1,1,627,307,320,16.0769,39,2,2.6,1,1.25,2.6857142857142855,24.857142857142858,471.52342,463.01441714285716,468.23521999999997,2.657142857142857,2.6095238095238096,2.580952380952381
SVK,70300007,70300,SVK06,0,3,342,162,180,14.5532,23.5,1.2,1.8,1,2.75,1.1666666666666667,24.416666666666668,486.24136666666664,448.5237666666667,494.8685,2.638888888888889,2.4722222222222223,2.4166666666666665
SVK,70300008,70300,SVK06,0,3,90,52,38,7.5,12,1.4,1.2,1.75,1,2,32.5,480.30764999999997,486.7538,509.00425,2.6666666666666665,2.3333333333333335,2.5
SVK,70300009,70300,SVK22,1,1,283,61,222,10.4815,27,2,2,2,1,3.054054054054054,32.13513513513514,518.5923027027027,508.1868189189189,495.47481351351354,2.5315315315315314,2.1981981981981984,2.5765765765765765
SVK,70300010,70300,SVK07,1,1,721,347,374,16.7674,43,1,1,1,1.5,2.9615384615384617,27.73076923076923,496.6245346153846,491.3922923076923,506.8307,2.551282051282051,2.730769230769231,2.8333333333333335
SVK,70300011,70300,SVK07,0,3,863,450,413,15.9815,54,3.6,1.4,2.25,2.5,2.1,18.45,294.74706,278.502675,292.58639999999997,2.4333333333333336,2.566666666666667,2.35
SVK,70300012,70300,SVK04,1,1,769,416,353,13.0339,59,1.6,2.2,3.25,2.75,2.4615384615384617,27,486.81722692307693,454.7503576923077,484.0053884615385,2.3974358974358974,2.576923076923077,2.641025641025641
SVK,70300013,70300,SVK02,0,3,390,200,190,16.25,24,1.2,1.2,3.25,2.75,2,20.6,411.07863,429.6228,445.92142,2.3,2.3333333333333335,2.1333333333333333
SVK,70300014,70300,SVK04,0,3,550,284,266,15.942,34.5,1.8,2.4,3,2.3333333333333335,1.2222222222222223,22.88888888888889,428.5907,402.3864888888889,428.2615333333333,2.6666666666666665,2.4444444444444446,2.5925925925925926
SVK,70300015,70300,SVK15,0,2,158,76,82,13.1667,12,1.4,1.2,2,1,2.9523809523809526,30.333333333333332,508.82928571428573,530.0914190476191,525.9432571428572,2.6507936507936507,2.7301587301587302,2.5714285714285716
SVK,70300016,70300,SVK08,0,2,104,55,49,6.1176,17,1.6,2,2.5,1.25,3.3333333333333335,28.333333333333332,490.2878666666667,495.77616666666665,443.4558,2.7777777777777777,2.6666666666666665,2.4444444444444446
SVK,70300017,70300,SVK02,0,2,304,168,136,10.1333,30,1.4,1.6,1,1.75,2,27.583333333333332,478.88590833333336,466.46458333333334,481.2120083333333,2.75,3,2.611111111111111
SVK,70300018,70300,SVK02,0,1,241,117,124,8.6071,28,2.8,1.4,3,2.5,1.75,23.5,493.195525,482.656075,494.963825,3,2.75,2.9166666666666665
SVK,70300020,70300,SVK01,1,1,NA,NA,NA,NA,44,NA,NA,NA,NA,2.4285714285714284,48.142857142857146,409.41821428571427,381.15347142857144,414.2756714285714,2.380952380952381,2.238095238095238,2.3333333333333335
SVK,70300021,70300,SVK03,1,1,507,279,228,10.9032,46.5,2.4,2.8,2,2.25,2.7333333333333334,31.333333333333332,481.57283333333334,485.37302666666665,486.5291066666667,2.911111111111111,3.022222222222222,2.4444444444444446
SVK,70300022,70300,SVK07,1,1,511,272,239,11.6136,44,2.6,1.2,1.75,1.5,3,29.90909090909091,430.9667636363636,404.0502818181818,421.80809090909094,2.1515151515151514,2.3636363636363638,2.5454545454545454
SVK,70300023,70300,SVK02,0,3,108,55,53,6.9677,15.5,1.4,1.4,2.25,1.5,1.5,32,430.37295,463.20955000000004,447.6233,2,2,1.8333333333333333
SVK,70300024,70300,SVK02,0,3,235,156,79,17.4074,13.5,2,1.2,1,2.5,1.6,25.1,435.54413999999997,438.60929999999996,440.41823999999997,2.7666666666666666,2.7666666666666666,2.433333333333333
SVK,70300025,70300,SVK04,1,1,349,176,173,13.96,25,1.6,1.6,1,1.25,1.9166666666666667,16.083333333333332,415.1920416666667,375.31690833333334,419.21096666666665,2.611111111111111,2.638888888888889,2.7777777777777777
SVK,70300026,70300,SVK16,1,1,584,211,373,14.6,40,1,1.6,1.25,1,3.2432432432432434,34.054054054054056,585.6634081081081,566.6765027027027,587.3299972972973,2.900900900900901,3.063063063063063,2.846846846846847
SVK,70300027,70300,SVK03,0,2,367,188,179,11.1212,33,1.4,1.4,1.25,1.75,2.4,32,476.15304000000003,476.26009,501.10744,2.6333333333333333,2.6333333333333333,2.533333333333333
SVK,70300028,70300,SVK03,0,1,307,159,148,10.0656,30.5,1,1,1,1.5,2.769230769230769,29.692307692307693,435.1148769230769,427.09880769230773,429.50656923076923,2.8205128205128203,2.6153846153846154,2.2564102564102564
SVK,70300029,70300,SVK03,0,1,184,99,85,6.9434,26.5,2,1.4,1.75,1,2.3333333333333335,24.333333333333332,357.98606666666666,375.4963,387.741,2.4444444444444446,2.3333333333333335,2.4444444444444446
SVK,70300030,70300,SVK02,0,3,286,154,132,16.3429,17.5,1.6,1.2,3,2,2.5,28.875,505.37031874999997,497.22210625,499.8733625,2.5833333333333335,2.8541666666666665,2.9583333333333335
SVK,70300031,70300,SVK01,0,3,1344,675,669,13.1122,102.5,2,2.4,2.75,2,2.125,26.375,512.2191833333334,488.25132916666666,505.8949958333333,2.4444444444444446,2.5694444444444446,2.4444444444444446
SVK,70300032,70300,SVK20,1,1,341,331,10,11.7586,29,2.4,2.4,2.5,2.5,1.8055555555555556,28.305555555555557,475.22852222222224,449.993625,488.01600277777777,2.361111111111111,2.2962962962962963,2.537037037037037
SVK,70300033,70300,SVK16,1,1,NA,NA,NA,NA,NA,1,1.2,1,2.25,3,30.896551724137932,527.4070310344828,485.7351551724138,497.71025172413795,2.7241379310344827,2.632183908045977,2.4827586206896552
SVK,70300035,70300,SVK11,1,1,93,29,64,7.75,12,NA,NA,NA,NA,1.6666666666666667,22.77777777777778,542.4831888888889,551.6622,562.4100666666667,2.7777777777777777,2.5555555555555554,2.740740740740741
SVK,70300036,70300,SVK06,1,1,533,282,251,17.1935,31,1.6,2.2,3.5,2.5,1.5714285714285714,27.285714285714285,503.8078428571429,485.15085714285715,522.4795,2.3333333333333335,2.238095238095238,2.2857142857142856
SVK,70300037,70300,SVK13,1,1,162,81,81,9.2571,17.5,2,2.2,1.75,1.5,3.0952380952380953,32.19047619047619,503.2862666666667,497.22776666666664,519.9229190476191,2.6666666666666665,2.6984126984126986,2.2857142857142856
SVK,70300038,70300,SVK11,1,1,777,272,505,15.2353,51,1.6,1.6,3.25,1,3,31.09090909090909,591.8562696969697,567.1555,569.2943242424242,2.7777777777777777,2.909090909090909,2.676767676767677
SVK,70300039,70300,SVK08,0,3,329,158,171,12.6538,26,3.2,1.2,1.75,2.25,1,30,558.6061,504.5091,582.267,2,2,3.3333333333333335
SVK,70300040,70300,SVK24,1,1,579,330,249,9.4918,61,NA,NA,NA,NA,1.8928571428571428,22.357142857142858,361.48854642857145,344.1514357142857,354.70085,2.4761904761904763,2.488095238095238,2.369047619047619
SVK,70300041,70300,SVK21,1,1,393,182,211,13.1,30,2.8,2,1.25,1.75,1.5454545454545454,18.181818181818183,370.75396363636366,351.6265818181818,372.01162727272725,2.393939393939394,2.4545454545454546,2.1818181818181817
SVK,70300042,70300,SVK09,1,1,613,316,297,14.5952,42,1,1.2,2,1,2.324324324324324,32.513513513513516,599.5497432432433,574.5324189189189,604.8850567567567,2.81981981981982,2.774774774774775,2.810810810810811
SVK,70300043,70300,SVK03,1,1,255,124,131,13.4211,19,2,2,3.25,2.75,2.4444444444444446,27.22222222222222,466.06346666666667,451.10442222222224,472.0837222222222,2.7037037037037037,2.4814814814814814,2.5555555555555554
SVK,70300044,70300,SVK08,0,3,113,43,70,9.4167,12,1.8,1.8,2,1,1.6,30,490.14162,448.25418,499.893,2.6666666666666665,3.066666666666667,3.1333333333333333
SVK,70300045,70300,SVK03,0,1,241,126,115,17.2143,14,1.6,1,1.5,1,2.25,32,380.356125,382.123825,372.469575,2.6666666666666665,2.75,2.5
SVK,70300047,70300,SVK10,1,1,345,192,153,13.5294,25.5,1,1.2,1.5,1.5,2.6486486486486487,27.64864864864865,571.277581081081,543.9616054054054,562.8375513513513,2.684684684684685,2.6396396396396398,2.630630630630631
SVK,70300048,70300,SVK05,0,3,207,106,101,15.9231,13,4,1.6,1.5,2,1.25,31.5,495.099575,521.890875,493.05815,2.6666666666666665,2.833333333333333,2.5
SVK,70300050,70300,SVK04,1,1,150,84,66,6.5217,23,1.2,1.6,1.75,1.5,2.5,33,562.8412000000001,538.6015,532.51595,2.333333333333333,3,2.5
SVK,70300052,70300,SVK04,0,3,754,367,387,12.3607,61,2,1,1.75,2,1.76,27.68,467.539316,460.28192,465.523336,2.64,2.7866666666666666,2.4
SVK,70300053,70300,SVK02,1,1,531,254,277,10.9485,48.5,2.2,3,3.25,2.25,2.388888888888889,25.666666666666668,498.8884611111111,490.2146055555556,516.4407888888888,2.7222222222222223,2.8703703703703702,2.814814814814815
SVK,70300054,70300,SVK04,0,2,190,101,89,11.1765,17,1.8,2,3.75,1.75,2,32,512.064,495.9968,514.0331,2,2.6666666666666665,2.3333333333333335
SVK,70300055,70300,SVK03,1,1,508,251,257,13.3684,38,1,1,1,1,1.6666666666666667,32,495.7404666666667,482.2626333333333,509.13592222222223,2.7037037037037037,3.259259259259259,2.5185185185185186
SVK,70300056,70300,SVK08,1,1,364,170,194,10.4,35,1,1,3,1.25,2.25,27.5,527.6209166666666,513.5934083333333,519.637725,2.5277777777777777,2.638888888888889,2.638888888888889
SVK,70300057,70300,SVK11,1,1,825,300,525,13.5246,61,1,1.4,1,1,2.8333333333333335,30.77777777777778,561.9305916666667,544.2178611111111,578.4783138888889,2.824074074074074,2.685185185185185,2.7314814814814814
SVK,70300058,70300,SVK07,1,1,255,153,102,7.7273,33,1.4,2.2,2.75,3,1.4,27,406.14876,437.0417,421.5137,2.4,2.1333333333333333,1.8666666666666667
SVK,70300059,70300,SVK06,1,1,402,200,202,16.08,25,1.8,1.6,2.5,2.25,1.7333333333333334,29,447.80777333333333,416.23804,446.2692333333333,2.577777777777778,2.5555555555555554,2.4444444444444446
SVK,70300060,70300,SVK23,1,1,512,504,8,9.8462,52,2.2,2,2.25,2,2.142857142857143,21,474.64349285714286,439.47607857142856,476.8442464285714,2.4642857142857144,2.4404761904761907,2.2976190476190474
SVK,70300061,70300,SVK08,0,1,404,210,194,16.4898,24.5,3.2,1,2.75,2.25,2.2142857142857144,23.214285714285715,378.01044285714283,380.8604,370.9544714285714,2.7142857142857144,2.9285714285714284,2.642857142857143
SVK,70300063,70300,SVK04,0,1,152,77,75,12.16,12.5,1.2,1.6,1.5,1.5,1.75,30,510.460025,489.13465,488.31917500000003,3.0833333333333335,2.5833333333333335,2.75
SVK,70300064,70300,SVK03,0,3,152,75,77,10.4828,14.5,1.8,2.2,1.75,2,1.6666666666666667,21.22222222222222,423.65878888888886,399.6340222222222,412.2847888888889,2.7777777777777777,2.4814814814814814,2.4814814814814814
SVK,70300065,70300,SVK04,0,1,290,147,143,11.3725,25.5,1.6,2.8,2.5,2.5,1.3,26.5,505.98368999999997,491.5622,520.89225,2.966666666666667,2.9,2.7333333333333334
SVK,70300066,70300,SVK02,0,3,323,181,142,13.1837,24.5,1.6,1.6,2.5,2,1.25,27.375,444.6749,429.8264125,460.7054,2.6666666666666665,2.9583333333333335,2.7916666666666665
SVK,70300067,70300,SVK07,0,1,444,202,242,15.5789,28.5,2,1.8,2,2.25,1.6111111111111112,29.944444444444443,407.5998777777778,390.06388888888887,400.5118611111111,2.5555555555555554,2.5,2.111111111111111
SVK,70300068,70300,SVK02,1,1,347,188,159,11.9655,29,1.6,1.8,3,3,2.6,26.8,448.01516,457.839685,448.757045,2.85,2.4833333333333334,2.35
SVK,70300069,70300,SVK08,0,1,195,99,96,9.2857,21,3.2,2,3.5,3.25,2.4,29.4,392.44780000000003,363.61302,387.94992,2.933333333333333,2.933333333333333,2.066666666666667
SVK,70300070,70300,SVK08,0,3,140,80,60,12.1739,11.5,2.2,1.2,3,1,3.75,23.75,407.4647,384.096425,429.976175,2.25,2.5,2.5
SVK,70300071,70300,SVK08,0,2,358,175,183,9.9444,36,2.2,2,1.5,2,2.375,29,448.023875,429.19813750000003,439.687075,2.7083333333333335,2.5,2.5
SVK,70300072,70300,SVK03,1,1,623,302,321,12.0971,51.5,1,1,1,1,1.878787878787879,28.666666666666668,481.7510060606061,458.4695787878788,497.4236121212121,2.676767676767677,2.696969696969697,2.7373737373737375
SVK,70300073,70300,SVK07,0,1,182,97,85,13,14,2.4,1.8,1.25,2.25,2.2222222222222223,21.88888888888889,379.0089222222222,369.66122222222225,374.70987777777776,2.888888888888889,3.259259259259259,2.888888888888889
SVK,70300074,70300,SVK18,1,1,300,86,214,13.3333,22.5,1,1,1,1,2.515151515151515,29.515151515151516,492.1815696969697,502.1156090909091,497.28289393939394,2.5656565656565657,2.404040404040404,2.3636363636363638
SVK,70300075,70300,SVK14,0,1,799,276,523,12.9919,61.5,1.8,1.8,1,1,2.7560975609756095,31.390243902439025,563.827987804878,549.4025048780488,573.3106390243903,2.682926829268293,2.813008130081301,2.7398373983739837
SVK,70300076,70300,SVK18,1,2,557,221,336,9.2066,60.5,2,2,1,1.25,1.7777777777777777,21.444444444444443,425.88453703703703,427.69853333333333,421.5596814814815,2.4444444444444446,2.3703703703703702,2.3580246913580245
SVK,70300077,70300,SVK07,0,3,845,460,385,13.9669,60.5,1.6,2.4,1,1.75,2.6666666666666665,23.904761904761905,424.90887142857144,393.6235476190476,416.6695285714286,2.746031746031746,2.761904761904762,2.507936507936508
SVK,70300078,70300,SVK05,0,2,402,203,199,16.08,25,1.8,2,2.25,1.75,1.7727272727272727,22.136363636363637,450.5310818181818,401.3245227272727,440.3374909090909,2.4545454545454546,2.772727272727273,2.6363636363636362
SVK,70300079,70300,SVK19,1,1,303,86,217,14.7805,20.5,2.6,1.2,2,1,2.0625,14.75,390.0939125,393.004375,390.5467625,2.5208333333333335,2.4375,2.375
SVK,70300080,70300,SVK18,0,1,196,66,130,11.2,17.5,1.2,2,1.75,1,2.1052631578947367,32.63157894736842,436.1815368421053,418.13093157894735,425.19035263157895,2.6315789473684212,2.6666666666666665,2.4035087719298245
SVK,70300081,70300,SVK08,0,2,366,196,170,15.25,24,1.2,1,2.25,1.75,3.7777777777777777,36.888888888888886,371.8774888888889,324.0340888888889,352.73156666666665,2.2962962962962963,2.2222222222222223,2.185185185185185
SVK,70300082,70300,SVK08,1,1,741,355,386,11.7619,63,1.2,1.8,1,1,2.909090909090909,27.818181818181817,575.2886,540.9793272727272,570.6674909090909,2.787878787878788,3.0303030303030303,3.121212121212121
SVK,70300083,70300,SVK05,1,1,438,231,207,11.8378,37,1.6,1,3.25,1.75,2.4285714285714284,23,478.9092857142857,476.5391285714286,495.5979857142857,2.238095238095238,2.142857142857143,2.380952380952381
SVK,70300084,70300,SVK01,1,1,556,288,268,12.2198,45.5,1.4,1.8,2.75,3,2.388888888888889,26.22222222222222,497.3586888888889,479.9039,516.7601222222222,3.0185185185185186,2.8703703703703702,2.925925925925926
SVK,70300085,70300,SVK03,0,1,85,38,47,8.5,10,1.8,1.4,3.25,2.25,2,17.5,462.59695,396.50265,432.57725,2,2,3.5
SVK,70300086,70300,SVK02,0,1,60,34,26,NA,14.5,2.8,2,2,2.25,1,24.25,398.834075,402.788175,421.40705,2.666666666666667,2.5833333333333335,2.416666666666667
SVK,70300087,70300,SVK18,0,2,67,22,45,8.9333,7.5,1.4,1,1.75,1.5,2.75,24.25,406.4284,417.174225,423.434925,2.5833333333333335,3.25,3.0833333333333335
SVK,70300088,70300,SVK04,1,1,389,216,173,16.913,23,1.8,2.6,1.75,2,1.6,22.2,463.06622,443.20908000000003,448.33704,3.466666666666667,2.8,2.6
SVK,70300089,70300,SVK18,1,1,599,160,439,13.3111,45,1.6,2,1.5,1,2.5161290322580645,31.70967741935484,496.03490322580643,509.0567193548387,500.6088612903226,2.5161290322580645,2.4408602150537635,2.3333333333333335
SVK,70300090,70300,SVK06,0,1,241,122,119,12.05,20,1.4,1.4,1,1.75,2.888888888888889,44.111111111111114,410.69484444444447,405.86046666666664,422.6629555555555,2.4814814814814814,2.4074074074074074,2.3333333333333335
SVK,70300091,70300,SVK09,1,1,759,252,507,15.4898,49,2,1.4,2.5,2.75,2.5405405405405403,31.16216216216216,569.001572972973,561.2590783783784,564.0559378378379,2.7387387387387387,2.6486486486486487,2.864864864864865
SVK,70300092,70300,SVK05,1,1,442,223,219,9.2083,48,3,2.6,1.5,2,1.6875,28.9375,447.49935625,432.535975,437.7892875,2.75,2.7916666666666665,2.6666666666666665
SVK,70300093,70300,SVK23,0,1,298,178,120,11.037,27,2.4,3.2,2.5,2.5,2.357142857142857,19.857142857142858,433.3581857142857,400.8057,425.6548357142857,2.5476190476190474,2.357142857142857,2.4523809523809526
SVK,70300094,70300,SVK23,1,2,172,104,68,NA,33,2.8,1.4,1,1.25,4,10,347.3784,338.3826,315.5595,3,2,2.3333333333333335
SVK,70300095,70300,SVK23,1,1,431,224,207,19.5909,22,1.8,1,1.5,1.5,1.6363636363636365,30.363636363636363,401.9893272727273,412.26385454545454,407.9079454545454,2.4242424242424243,2.3636363636363638,2.272727272727273
SVK,70300096,70300,SVK17,1,1,582,559,23,10.7778,54,2.2,2.8,1.25,2.25,2.257142857142857,27.542857142857144,543.5675257142857,506.3680142857143,556.1130571428571,2.295238095238095,2.219047619047619,2.533333333333333
SVK,70300097,70300,SVK08,1,1,701,340,361,11.6833,60,1.6,1.8,1,1,2.357142857142857,25.714285714285715,514.5516214285715,485.78035,519.93495,2.761904761904762,2.261904761904762,2.5476190476190474
SVK,70300098,70300,SVK01,1,1,830,401,429,18.2418,45.5,2,2.2,1,1,2.3703703703703702,29.296296296296298,483.8727851851852,483.221537037037,508.0845851851852,2.802469135802469,2.753086419753086,2.45679012345679
SVK,70300099,70300,SVK03,0,3,162,87,75,12.4615,13,1.6,1.8,3.5,2.25,2,22,511.61066666666665,516.5861333333334,496.38186666666667,2.888888888888889,3.111111111111111,2.4444444444444446
SVK,70300100,70300,SVK08,0,1,402,215,187,14.6182,27.5,2.2,1.2,2.75,2.25,4,6,410.4115,410.0255,363.7892,3,3,3
SVK,70300101,70300,SVK21,0,1,260,178,82,6.7532,38.5,NA,NA,NA,NA,1.5384615384615385,26.53846153846154,394.69433076923076,383.2724846153846,392.8196923076923,2.7948717948717947,2.717948717948718,2.5128205128205128
SVK,70300102,70300,SVK16,1,1,441,170,271,12.4225,35.5,1,1.6,2,2.25,2.769230769230769,33.15384615384615,586.7437743589744,564.2668564102564,582.6421051282051,2.452991452991453,3.017094017094017,2.6837606837606836
SVK,70300103,70300,SVK21,0,2,59,58,1,NA,8,2.2,2,3,2,3.6666666666666665,31.333333333333332,366.0501,313.14529999999996,322.35383333333334,1.4444444444444444,1.5555555555555556,1.4444444444444444
SVK,70300104,70300,SVK24,1,1,302,129,173,11.3962,26.5,1.8,1.2,2,1.5,2.12,27.28,444.01044,457.414808,448.175312,2.453333333333333,2.2533333333333334,2.453333333333333
SVK,70300105,70300,SVK05,0,2,825,406,419,12.2222,67.5,3,1.6,2.5,1.75,2,24,382.9040444444444,354.0308888888889,379.17364444444445,2.2962962962962963,2.5555555555555554,2.2962962962962963
SVK,70300106,70300,SVK12,1,1,840,330,510,14.6087,57.5,1.6,1.2,2,2.25,3.0256410256410255,30.025641025641026,591.6695,555.8146564102564,593.1613256410257,2.8205128205128207,2.9914529914529915,2.9743589743589745
SVK,70300107,70300,SVK03,0,3,226,126,100,10.0444,22.5,2.2,1.8,1.5,2.75,1.8,29.4,483.81236,479.33586,504.32312,2.6,3.3333333333333335,2.6
SVK,70300108,70300,SVK07,1,1,769,397,372,18.9877,40.5,1.4,2,1.25,1.25,2.2,28.92,536.760992,528.17426,536.474012,2.32,2.44,2.52
SVK,70300109,70300,SVK06,0,2,196,105,91,14,14,1,1.4,1.5,1,1,25.25,451.2933375,424.0130375,462.452175,2.5833333333333335,2.916666666666667,3.2083333333333335
SVK,70300110,70300,SVK06,0,3,380,195,185,14.3396,26.5,2,1,1.25,1.5,2.2,25.05,448.203395,424.142785,434.56658,2.716666666666667,2.466666666666667,2.7333333333333334
SVK,70300111,70300,SVK20,1,1,275,19,256,9.8214,28,1.4,1.4,2,2.5,2.4516129032258065,28.64516129032258,457.99748387096776,473.4454806451613,444.5592870967742,2.6236559139784945,2.5698924731182795,1.956989247311828
SVK,70300112,70300,SVK18,1,1,182,48,134,10.1111,18,1.8,1.8,3.5,1.5,2.34375,27.96875,476.1303875,475.31524375000004,466.521609375,2.53125,2.8854166666666665,2.25
SVK,70300113,70300,SVK22,0,1,768,718,50,10.7413,71.5,2,1.8,1.75,2.75,2.2058823529411766,30.88235294117647,540.8183617647059,500.7661058823529,553.0031470588235,2.784313725490196,2.588235294117647,2.872549019607843
SVK,70300114,70300,SVK01,1,1,590,289,301,11.5686,51,2.4,1.2,2,3.25,1.8571428571428572,29.142857142857142,447.48363333333333,428.89788095238094,437.0829809523809,2.5396825396825395,2.492063492063492,2.380952380952381
SVK,70300116,70300,SVK24,1,2,514,120,394,10.4898,49,1,1.2,1.75,1,2.8,30.114285714285714,510.82989714285713,511.96727142857145,513.2997085714286,2.638095238095238,2.3523809523809525,2.3142857142857145
SVK,70300117,70300,SVK06,1,1,652,343,309,13.5833,48,1.8,1.8,2.25,1.5,2.05,21.2,466.87646,423.73945,430.79706,2.55,2.8166666666666664,2.566666666666667
SVK,70300118,70300,SVK07,0,3,121,56,65,11,11,1,1.4,1,1,2.3333333333333335,19.666666666666668,440.4269333333333,420.05643333333336,414.20123333333333,2.666666666666667,2.611111111111111,2.4444444444444446
SVK,70300119,70300,SVK05,0,3,173,89,84,10.8125,16,2.6,2,2.75,3.5,1.6666666666666667,26.333333333333332,327.91931666666665,324.53413333333333,340.8036166666667,2.5,2.3333333333333335,2.2777777777777777
SVK,70300120,70300,SVK08,0,3,440,219,221,16.2963,27,3,1.8,2.5,2.25,1.6666666666666667,3,314.1832333333333,334.5493,312.793,2.3333333333333335,2.6666666666666665,2.4444444444444446
SVK,70300121,70300,SVK15,1,1,609,268,341,14,43.5,1.4,2.4,2,2,2.857142857142857,33.08571428571429,577.7091971428572,548.7679971428571,580.4589828571428,2.6952380952380954,2.9904761904761905,2.9904761904761905
SVK,70300122,70300,SVK05,0,3,176,89,87,12.1379,14.5,1.8,1.8,1,1.75,2.375,26.25,493.1740125,485.07493750000003,481.3681,3.291666666666667,3.25,2.9583333333333335
SVK,70300123,70300,SVK24,1,1,432,232,200,8.5545,50.5,2.4,1.6,2.75,2,2.5,16.916666666666668,386.612625,408.3567083333333,386.3537666666667,2.4722222222222223,2.5,2.5
SVK,70300124,70300,SVK08,1,2,275,160,115,7.0513,39,2.6,1.8,4,3,2.1818181818181817,25.636363636363637,427.37301818181817,429.0674909090909,447.41784545454544,2.6666666666666665,2.7272727272727275,2.5454545454545454
SVK,70300127,70300,SVK03,0,1,135,69,66,9,15,1.4,1,1,1,2.375,23.125,471.3660875,460.7287375,484.341,2.791666666666667,2.6666666666666665,2.4583333333333335
SVK,70300128,70300,SVK01,1,1,762,385,377,17.5172,43.5,1.4,2.2,1,2.25,2.36,25.92,490.490248,459.68024,492.912616,2.56,2.9466666666666668,2.6133333333333333
SVK,70300129,70300,SVK07,0,1,455,228,227,15.9649,28.5,3,2,2.75,2.5,3.5,14.125,359.475225,370.021275,368.6265875,2.7083333333333335,2.2916666666666665,2.6666666666666665
SVK,70300131,70300,SVK06,0,3,184,103,81,11.871,15.5,1.8,1.4,1.25,1.25,2.6,29.6,558.057,488.64907999999997,536.5454,2.8666666666666667,3,2.7333333333333334
SVK,70300132,70300,SVK22,0,1,468,448,20,12.6486,37,NA,NA,NA,NA,1.9259259259259258,30.962962962962962,471.1352074074074,467.0620333333333,498.2148111111111,2.4567901234567904,2.3950617283950617,2.6666666666666665
SVK,70300133,70300,SVK22,0,2,448,406,42,12.1081,37,1.6,1,1,1.5,1.9189189189189189,30.62162162162162,564.5445648648648,531.1461594594595,558.2367297297297,2.7567567567567566,2.6126126126126126,2.8018018018018016
SVK,70300134,70300,SVK09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2777777777777777,28.88888888888889,595.3402888888888,576.5121277777778,588.67785,2.685185185185185,2.851851851851852,2.759259259259259
SVK,70300135,70300,SVK04,0,1,406,191,215,15.037,27,1.4,1.6,2,1.75,2,33.86666666666667,435.4761,398.29210666666665,446.60714,2.6,2.6666666666666665,2.8
SVK,70300136,70300,SVK21,0,3,191,121,70,15.28,12.5,2.6,2.2,2,3,1.9166666666666667,10.916666666666666,350.89113333333336,336.29020833333334,341.26581666666664,2.7222222222222223,2.6944444444444446,2.75
SVK,70300137,70300,SVK19,1,1,264,207,57,9.4286,28,1.6,1.4,2.5,1.75,1.4166666666666667,29.083333333333332,423.37959166666667,405.46590833333335,430.34545833333334,2.305555555555556,2.361111111111111,2.4444444444444446
SVK,70300138,70300,SVK11,1,1,573,229,344,12.4565,46,1,1.2,2.5,1.5,2.8,31.975,550.946725,527.7795625,553.1898575,2.7416666666666667,2.825,2.725
SVK,70300139,70300,SVK06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,33,490.3275,425.14222,505.43593999999996,2.3333333333333335,2.0666666666666664,2.8666666666666667
SVK,70300140,70300,SVK19,1,1,529,467,62,10.0762,52.5,1.2,1.2,1,1,2.161290322580645,32.87096774193548,476.1863741935484,439.44595161290323,496.00277741935486,2.3978494623655915,2.4193548387096775,2.4731182795698925
SVK,70300141,70300,SVK21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3529411764705883,24.11764705882353,429.6360235294118,425.94528823529413,420.5522294117647,2.3333333333333335,2.372549019607843,2.3529411764705883
SVK,70300142,70300,SVK03,1,1,522,262,260,7.7333,67.5,2,1.8,2.25,2.5,4.25,31.5,466.8709,443.43262500000003,481.782025,2.3333333333333335,2.916666666666667,2.3333333333333335
