CNT,CNTSCHID,REGION,STRATUM,SC001Q01TA,SC011Q01TA,SCHSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,student_behavior_issue_mean,teacher_behavior_issue_mean,resources_issue_mean,staff_issues_mean,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA
SVK,70300036,70300,SVK06,3,1,533,282,251,17.1935,31,1.6,2.2,3.5,2.5,1,2,2,1,2,2,3,3,2,1,2,1,3,4,3,3,4,4
SVK,70300037,70300,SVK13,3,1,162,81,81,9.2571,17.5,2,2.2,1.75,1.5,2,2,3,1,2,2,2,3,3,1,2,1,2,1,2,3,1,1
SVK,70300038,70300,SVK11,3,1,777,272,505,15.2353,51,1.6,1.6,3.25,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,3,4,3,3
SVK,70300039,70300,SVK08,1,3,329,158,171,12.6538,26,3.2,1.2,1.75,2.25,4,4,4,2,2,1,1,1,1,2,1,3,4,1,1,1,3,2
SVK,70300040,70300,SVK24,3,1,579,330,249,9.4918,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300041,70300,SVK21,3,1,393,182,211,13.1,30,2.8,2,1.25,1.75,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1
SVK,70300042,70300,SVK09,4,1,613,316,297,14.5952,42,1,1.2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1
SVK,70300043,70300,SVK03,3,1,255,124,131,13.4211,19,2,2,3.25,2.75,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,3,3,4
SVK,70300044,70300,SVK08,1,3,113,43,70,9.4167,12,1.8,1.8,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2
SVK,70300045,70300,SVK03,2,1,241,126,115,17.2143,14,1.6,1,1.5,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
SVK,70300047,70300,SVK10,3,1,345,192,153,13.5294,25.5,1,1.2,1.5,1.5,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1
SVK,70300048,70300,SVK05,1,3,207,106,101,15.9231,13,4,1.6,1.5,2,4,4,4,4,4,1,1,1,3,2,3,1,3,1,2,1,2,1
SVK,70300049,70300,SVK05,1,2,42,21,21,7,6,1.8,1,1.25,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
SVK,70300050,70300,SVK04,3,1,150,84,66,6.5217,23,1.2,1.6,1.75,1.5,1,1,2,1,1,2,2,2,1,1,3,1,1,1,1,3,2,1
SVK,70300051,70300,SVK05,1,3,42,20,22,8.4,5,1.4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300052,70300,SVK04,2,3,754,367,387,12.3607,61,2,1,1.75,2,2,2,3,1,2,1,1,1,1,1,3,1,2,2,2,3,1,1
SVK,70300053,70300,SVK02,3,1,531,254,277,10.9485,48.5,2.2,3,3.25,2.25,2,2,3,2,2,3,3,4,3,2,3,1,3,2,3,3,3,4
SVK,70300054,70300,SVK04,1,2,190,101,89,11.1765,17,1.8,2,3.75,1.75,1,1,3,1,3,3,1,1,3,2,1,1,4,1,4,3,4,4
SVK,70300055,70300,SVK03,3,1,508,251,257,13.3684,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300056,70300,SVK08,4,1,364,170,194,10.4,35,1,1,3,1.25,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3
SVK,70300057,70300,SVK11,3,1,825,300,525,13.5246,61,1,1.4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
SVK,70300058,70300,SVK07,3,1,255,153,102,7.7273,33,1.4,2.2,2.75,3,1,1,2,1,2,2,2,3,2,2,3,3,4,2,2,2,4,3
SVK,70300059,70300,SVK06,3,1,402,200,202,16.08,25,1.8,1.6,2.5,2.25,2,2,3,1,1,2,1,2,2,1,2,2,3,2,3,3,2,2
SVK,70300060,70300,SVK23,3,1,512,504,8,9.8462,52,2.2,2,2.25,2,3,3,2,2,1,2,2,2,2,2,4,2,1,1,3,2,2,2
SVK,70300061,70300,SVK08,1,1,404,210,194,16.4898,24.5,3.2,1,2.75,2.25,3,3,4,3,3,1,1,1,1,1,3,1,4,1,3,3,3,2
SVK,70300063,70300,SVK04,1,1,152,77,75,12.16,12.5,1.2,1.6,1.5,1.5,1,1,2,1,1,2,1,2,1,2,3,1,1,1,2,2,1,1
SVK,70300064,70300,SVK03,1,3,152,75,77,10.4828,14.5,1.8,2.2,1.75,2,2,2,2,1,2,1,2,3,3,2,3,3,1,1,2,2,1,2
SVK,70300065,70300,SVK04,2,1,290,147,143,11.3725,25.5,1.6,2.8,2.5,2.5,2,2,2,1,1,3,3,3,3,2,4,2,2,2,3,3,2,2
SVK,70300066,70300,SVK02,1,3,323,181,142,13.1837,24.5,1.6,1.6,2.5,2,1,1,2,2,2,2,2,2,1,1,3,2,2,1,3,3,2,2
SVK,70300067,70300,SVK07,2,1,444,202,242,15.5789,28.5,2,1.8,2,2.25,2,2,3,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2
SVK,70300068,70300,SVK02,3,1,347,188,159,11.9655,29,1.6,1.8,3,3,2,2,1,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3
SVK,70300069,70300,SVK08,1,1,195,99,96,9.2857,21,3.2,2,3.5,3.25,4,4,4,2,2,2,2,2,2,2,4,4,4,1,4,4,3,3
SVK,70300070,70300,SVK08,1,3,140,80,60,12.1739,11.5,2.2,1.2,3,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,4,4,2,2
SVK,70300071,70300,SVK08,1,2,358,175,183,9.9444,36,2.2,2,1.5,2,2,2,3,2,2,3,1,2,2,2,3,1,3,1,2,2,1,1
SVK,70300072,70300,SVK03,3,1,623,302,321,12.0971,51.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300073,70300,SVK07,1,1,182,97,85,13,14,2.4,1.8,1.25,2.25,4,4,2,1,1,2,1,2,2,2,4,1,3,1,2,1,1,1
SVK,70300074,70300,SVK18,3,1,300,86,214,13.3333,22.5,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300075,70300,SVK14,2,1,799,276,523,12.9919,61.5,1.8,1.8,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1
SVK,70300076,70300,SVK18,3,2,557,221,336,9.2066,60.5,2,2,1,1.25,3,3,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1
SVK,70300077,70300,SVK07,2,3,845,460,385,13.9669,60.5,1.6,2.4,1,1.75,1,1,3,1,2,2,3,3,2,2,1,2,3,1,1,1,1,1
SVK,70300078,70300,SVK05,2,2,402,203,199,16.08,25,1.8,2,2.25,1.75,2,2,2,1,2,2,2,2,2,2,1,1,3,2,3,3,1,2
SVK,70300079,70300,SVK19,3,1,303,86,217,14.7805,20.5,2.6,1.2,2,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,3,3,1,1
SVK,70300080,70300,SVK18,2,1,196,66,130,11.2,17.5,1.2,2,1.75,1,1,1,2,1,1,2,2,1,2,3,1,1,1,1,2,3,1,1
SVK,70300081,70300,SVK08,2,2,366,196,170,15.25,24,1.2,1,2.25,1.75,1,1,1,1,2,1,1,1,1,1,1,1,4,1,4,3,1,1
SVK,70300082,70300,SVK08,4,1,741,355,386,11.7619,63,1.2,1.8,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1
SVK,70300083,70300,SVK05,3,1,438,231,207,11.8378,37,1.6,1,3.25,1.75,1,1,3,1,2,1,1,1,1,1,1,1,3,2,4,3,2,4
SVK,70300084,70300,SVK01,4,1,556,288,268,12.2198,45.5,1.4,1.8,2.75,3,1,1,2,1,2,2,1,2,2,2,3,2,4,3,3,3,3,2
SVK,70300085,70300,SVK03,1,1,85,38,47,8.5,10,1.8,1.4,3.25,2.25,2,2,2,1,2,1,2,2,1,1,1,3,4,1,4,4,3,2
SVK,70300086,70300,SVK02,1,1,60,34,26,NA,14.5,2.8,2,2,2.25,4,4,3,1,2,2,1,3,2,2,4,1,3,1,3,3,1,1
SVK,70300087,70300,SVK18,2,2,67,22,45,8.9333,7.5,1.4,1,1.75,1.5,2,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1
SVK,70300088,70300,SVK04,3,1,389,216,173,16.913,23,1.8,2.6,1.75,2,2,2,2,1,2,3,2,3,3,2,3,1,3,1,1,2,2,2
SVK,70300089,70300,SVK18,3,1,599,160,439,13.3111,45,1.6,2,1.5,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1
SVK,70300090,70300,SVK06,1,1,241,122,119,12.05,20,1.4,1.4,1,1.75,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1
SVK,70300091,70300,SVK09,4,1,759,252,507,15.4898,49,2,1.4,2.5,2.75,2,2,2,2,2,2,1,1,2,1,2,2,4,3,3,3,2,2
SVK,70300092,70300,SVK05,3,1,442,223,219,9.2083,48,3,2.6,1.5,2,3,3,4,2,3,3,2,4,2,2,1,1,4,2,1,1,2,2
SVK,70300093,70300,SVK23,2,1,298,178,120,11.037,27,2.4,3.2,2.5,2.5,3,3,2,2,2,4,2,4,2,4,3,3,2,2,3,3,2,2
SVK,70300094,70300,SVK23,3,2,172,104,68,NA,33,2.8,1.4,1,1.25,4,4,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1
SVK,70300095,70300,SVK23,3,1,431,224,207,19.5909,22,1.8,1,1.5,1.5,3,3,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1
SVK,70300096,70300,SVK17,4,1,582,559,23,10.7778,54,2.2,2.8,1.25,2.25,2,2,3,2,2,3,3,3,2,3,4,2,2,1,1,2,1,1
SVK,70300097,70300,SVK08,4,1,701,340,361,11.6833,60,1.6,1.8,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1
SVK,70300098,70300,SVK01,4,1,830,401,429,18.2418,45.5,2,2.2,1,1,2,2,3,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1
SVK,70300099,70300,SVK03,1,3,162,87,75,12.4615,13,1.6,1.8,3.5,2.25,2,2,1,1,2,2,1,2,2,2,1,1,4,3,4,4,3,3
SVK,70300100,70300,SVK08,1,1,402,215,187,14.6182,27.5,2.2,1.2,2.75,2.25,3,3,2,2,1,1,1,2,1,1,2,1,3,3,3,2,3,3
SVK,70300101,70300,SVK21,2,1,260,178,82,6.7532,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300102,70300,SVK16,4,1,441,170,271,12.4225,35.5,1,1.6,2,2.25,1,1,1,1,1,2,2,2,1,1,1,1,3,4,3,3,1,1
SVK,70300103,70300,SVK21,2,2,59,58,1,NA,8,2.2,2,3,2,3,2,2,2,2,2,2,1,3,2,3,3,1,1,3,3,3,3
SVK,70300104,70300,SVK24,3,1,302,129,173,11.3962,26.5,1.8,1.2,2,1.5,2,2,2,1,2,2,1,1,1,1,1,1,3,1,2,2,2,2
SVK,70300105,70300,SVK05,2,2,825,406,419,12.2222,67.5,3,1.6,2.5,1.75,4,4,3,2,2,4,1,1,1,1,1,1,4,1,3,3,2,2
SVK,70300106,70300,SVK12,3,1,840,330,510,14.6087,57.5,1.6,1.2,2,2.25,2,2,2,1,1,1,1,2,1,1,3,1,4,1,2,2,2,2
SVK,70300107,70300,SVK03,1,3,226,126,100,10.0444,22.5,2.2,1.8,1.5,2.75,2,1,3,2,3,2,2,2,2,1,1,3,4,3,1,1,2,2
SVK,70300108,70300,SVK07,3,1,769,397,372,18.9877,40.5,1.4,2,1.25,1.25,2,2,1,1,1,2,3,NA,2,1,1,1,2,1,1,1,2,1
SVK,70300109,70300,SVK06,1,2,196,105,91,14,14,1,1.4,1.5,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1
SVK,70300110,70300,SVK06,2,3,380,195,185,14.3396,26.5,2,1,1.25,1.5,2,2,2,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1
SVK,70300111,70300,SVK20,3,1,275,19,256,9.8214,28,1.4,1.4,2,2.5,2,2,1,1,1,2,1,1,2,1,2,2,3,3,3,3,1,1
SVK,70300112,70300,SVK18,3,1,182,48,134,10.1111,18,1.8,1.8,3.5,1.5,2,2,2,1,2,2,1,2,2,2,2,2,1,1,4,4,3,3
SVK,70300113,70300,SVK22,2,1,768,718,50,10.7413,71.5,2,1.8,1.75,2.75,3,3,2,1,1,2,1,2,2,2,4,3,3,1,2,2,2,1
SVK,70300114,70300,SVK01,3,1,590,289,301,11.5686,51,2.4,1.2,2,3.25,3,3,3,1,2,2,1,1,1,1,3,3,4,3,2,2,2,2
SVK,70300116,70300,SVK24,4,2,514,120,394,10.4898,49,1,1.2,1.75,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3
SVK,70300117,70300,SVK06,3,1,652,343,309,13.5833,48,1.8,1.8,2.25,1.5,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,3,2,2
SVK,70300118,70300,SVK07,1,3,121,56,65,11,11,1,1.4,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
SVK,70300119,70300,SVK05,1,3,173,89,84,10.8125,16,2.6,2,2.75,3.5,4,4,3,1,1,2,1,3,2,2,3,3,4,4,2,2,4,3
SVK,70300120,70300,SVK08,2,3,440,219,221,16.2963,27,3,1.8,2.5,2.25,4,4,3,2,2,2,1,2,2,2,4,3,1,1,3,1,3,3
SVK,70300121,70300,SVK15,3,1,609,268,341,14,43.5,1.4,2.4,2,2,1,1,2,1,2,2,3,2,3,2,3,2,2,1,2,2,2,2
SVK,70300122,70300,SVK05,1,3,176,89,87,12.1379,14.5,1.8,1.8,1,1.75,2,2,3,1,1,2,1,3,1,2,1,1,3,2,1,1,1,1
SVK,70300123,70300,SVK24,3,1,432,232,200,8.5545,50.5,2.4,1.6,2.75,2,3,3,2,2,2,2,1,2,2,1,2,NA,2,2,3,2,3,3
SVK,70300124,70300,SVK08,3,2,275,160,115,7.0513,39,2.6,1.8,4,3,3,3,3,2,2,2,1,2,2,2,3,3,4,2,4,4,4,4
SVK,70300125,70300,SVK05,3,2,117,59,58,NA,21,3.2,2.8,3,3,4,4,4,2,2,3,3,3,2,3,3,2,4,3,3,3,3,3
SVK,70300126,70300,SVK03,NA,3,102,65,37,5.3684,19,2.2,2.2,3.5,3.75,3,3,2,2,1,2,3,3,1,2,4,3,4,4,2,4,4,4
SVK,70300127,70300,SVK03,2,1,135,69,66,9,15,1.4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300128,70300,SVK01,4,1,762,385,377,17.5172,43.5,1.4,2.2,1,2.25,1,1,3,1,1,2,1,3,3,2,3,2,2,2,1,1,1,1
SVK,70300129,70300,SVK07,1,1,455,228,227,15.9649,28.5,3,2,2.75,2.5,4,4,3,2,2,2,2,2,2,2,3,3,2,2,4,3,2,2
SVK,70300130,70300,SVK06,3,2,137,88,49,5.1698,26.5,1,3.2,3.5,1.5,1,1,1,1,1,3,4,4,2,3,1,1,3,1,3,3,4,4
SVK,70300131,70300,SVK06,1,3,184,103,81,11.871,15.5,1.8,1.4,1.25,1.25,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2
SVK,70300132,70300,SVK22,2,1,468,448,20,12.6486,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300133,70300,SVK22,2,2,448,406,42,12.1081,37,1.6,1,1,1.5,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
SVK,70300134,70300,SVK09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300135,70300,SVK04,1,1,406,191,215,15.037,27,1.4,1.6,2,1.75,1,1,2,1,2,2,1,2,1,2,2,3,1,1,2,3,1,2
SVK,70300136,70300,SVK21,2,3,191,121,70,15.28,12.5,2.6,2.2,2,3,4,4,2,2,1,2,3,2,2,2,2,2,4,4,3,3,1,1
SVK,70300137,70300,SVK19,3,1,264,207,57,9.4286,28,1.6,1.4,2.5,1.75,2,2,2,1,1,1,1,2,2,1,4,1,1,1,3,3,1,3
SVK,70300138,70300,SVK11,3,1,573,229,344,12.4565,46,1,1.2,2.5,1.5,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,3,2,2
SVK,70300139,70300,SVK06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300140,70300,SVK19,3,1,529,467,62,10.0762,52.5,1.2,1.2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
SVK,70300141,70300,SVK21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300142,70300,SVK03,3,1,522,262,260,7.7333,67.5,2,1.8,2.25,2.5,2,2,3,1,2,3,1,2,1,2,2,2,3,3,3,3,2,1
SVK,70300143,70300,SVK05,3,1,731,349,382,13.6636,53.5,1.4,1.2,3,3,2,2,1,1,1,2,1,1,1,1,3,1,4,4,3,3,3,3
SVK,70300144,70300,SVK19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300145,70300,SVK04,3,1,676,304,372,18.7778,36,1.2,1.6,1.5,1.25,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1
SVK,70300146,70300,SVK09,4,1,603,193,410,13.1087,46,1,2.2,3.5,2.25,1,1,1,1,1,2,2,2,3,2,4,3,1,1,3,3,4,4
SVK,70300147,70300,SVK05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300148,70300,SVK05,3,1,434,211,223,15.5,28,1.6,2.4,3.25,1.5,2,2,1,1,2,2,3,3,2,2,1,1,2,2,2,3,4,4
SVK,70300149,70300,SVK08,1,1,272,127,145,12.3636,22,1.8,1.2,1,1.25,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
SVK,70300150,70300,SVK02,2,2,447,223,224,15.9643,28,1.4,1.8,1.25,1.75,2,2,1,1,1,1,2,2,2,2,3,1,2,1,1,2,1,1
SVK,70300151,70300,SVK08,3,2,359,195,164,15.2766,23.5,2.2,1.6,3.75,2.25,2,2,3,2,2,2,1,2,1,2,2,1,4,2,4,4,3,4
SVK,70300152,70300,SVK16,4,1,487,172,315,11.7349,41.5,1.6,1.8,1.75,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,1,1
SVK,70300153,70300,SVK07,1,3,536,268,268,14.6849,36.5,1.6,1.6,2.25,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,3,3,2
SVK,70300154,70300,SVK09,4,1,1216,612,604,13.8971,87.5,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,1
SVK,70300155,70300,SVK07,1,1,67,42,25,7.0526,9.5,1.2,1.2,1.25,2.25,1,1,2,1,1,1,1,2,1,1,3,2,1,3,2,1,1,1
SVK,70300156,70300,SVK06,1,2,101,47,54,6.9655,14.5,1.2,1.4,2.5,1.5,1,1,2,1,1,1,2,2,1,1,1,1,3,1,3,3,2,2
SVK,70300157,70300,SVK07,1,3,220,120,100,11.5789,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SVK,70300158,70300,SVK08,1,3,250,136,114,7.9365,31.5,1.8,1,3,2.25,2,2,3,1,1,1,1,1,1,1,3,2,3,1,3,2,4,3
SVK,70300159,70300,SVK06,2,1,503,246,257,14.5797,34.5,1.4,1.4,3.25,2.25,1,1,2,1,2,1,1,1,2,2,3,2,2,2,3,3,4,3
SVK,70300160,70300,SVK12,3,1,326,145,181,12.5385,26,2,2,3,2.25,2,2,2,2,2,2,2,2,2,2,3,2,3,1,3,3,3,3
SVK,70300161,70300,SVK03,1,1,119,64,55,8.2069,14.5,1.4,1.6,1.5,1,1,1,2,1,2,2,1,1,3,1,1,1,1,1,1,3,1,1
SVK,70300162,70300,SVK17,4,1,354,335,19,18.6316,19,2,2.6,2.5,2.25,2,3,2,2,1,3,2,4,2,2,4,3,1,1,3,3,2,2
SVK,70300163,70300,SVK07,2,1,411,227,184,13.0476,31.5,2.8,2.2,1.25,2.75,4,4,3,1,2,2,2,3,2,2,3,2,3,3,1,1,2,1
SVK,70300164,70300,SVK08,2,1,596,280,316,13.0989,45.5,2.4,1,1,2,4,4,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1
SVK,70300165,70300,SVK02,3,1,99,59,40,NA,16,3.6,2.6,4,2.75,4,4,4,3,3,2,2,4,2,3,4,1,3,3,4,4,4,4
SVK,70300166,70300,SVK05,1,2,55,23,32,7.8571,7,1,1.2,1.75,1.5,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,2,1,1
SVK,70300167,70300,SVK04,1,3,122,54,68,8.7143,14,1,2,2.75,2.5,1,1,1,1,1,3,1,3,1,2,3,1,4,2,2,3,3,3
SVK,70300168,70300,SVK07,3,1,929,480,449,12.5541,74,2.6,2,3,1,3,3,3,2,2,2,2,2,3,1,1,1,1,1,3,3,3,3
SVK,70300169,70300,SVK23,3,1,303,237,66,13.4667,22.5,1,1.4,1.25,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1
SVK,70300170,70300,SVK03,1,1,238,127,111,14.4242,16.5,1,2.2,1.75,2.75,1,1,1,1,1,1,3,4,2,1,2,2,4,3,3,2,1,1
SVK,70300171,70300,SVK14,3,1,249,94,155,10.8261,23,1.4,2.2,1.5,1.25,1,1,2,1,2,3,2,3,2,1,2,1,1,1,1,1,1,3
SVK,70300172,70300,SVK17,4,3,318,227,91,11.5636,27.5,2.2,1.8,3.25,2.25,2,2,3,2,2,3,1,2,2,1,4,1,3,1,4,3,3,3
SVK,70300173,70300,SVK07,1,1,198,92,106,9,22,2,1.4,3.25,2.5,2,2,3,1,2,1,1,2,2,1,4,2,3,1,4,4,3,2
SVK,70300174,70300,SVK02,1,3,227,112,115,10.3182,22,1.4,2,1.5,1,1,1,2,1,2,2,1,2,3,2,1,1,1,1,1,2,1,2
SVK,70300175,70300,SVK03,1,1,42,21,21,5.6,7.5,1.2,1.8,3.25,2.25,1,1,1,1,2,2,2,2,1,2,4,3,1,1,4,4,3,2
SVK,70300176,70300,SVK07,3,2,518,244,274,14.5915,35.5,1.8,1.4,3.5,1.5,2,2,3,1,1,2,1,2,1,1,1,1,3,1,3,4,3,4
SVK,70300177,70300,SVK23,3,1,258,69,189,16.6452,15.5,2.2,2.8,4,2,3,3,3,1,1,3,2,3,3,3,3,3,1,1,4,4,4,4
SVK,70300178,70300,SVK17,4,1,425,390,35,19.3182,22,2,1.6,1.25,2.25,3,3,2,1,1,2,1,2,2,1,4,1,3,1,1,2,1,1
SVK,70300179,70300,SVK23,2,1,365,17,348,11.4063,32,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1
SVK,70300180,70300,SVK06,1,2,235,113,122,9.2157,25.5,1.4,1.8,2,1.75,1,1,2,1,2,2,1,2,2,2,1,1,4,1,2,2,1,3
SVK,70300181,70300,SVK18,3,1,583,433,150,11.1048,52.5,2.4,1.8,2.5,2.25,3,3,2,2,2,2,1,2,2,2,4,3,1,1,2,2,3,3
SVK,70300182,70300,SVK03,1,3,190,95,95,13.1034,14.5,1.8,1.4,1.5,2.5,2,2,2,1,2,2,1,1,2,1,2,2,3,3,2,2,1,1
SVK,70300183,70300,SVK07,1,3,139,63,76,9.2667,15,2,1.4,1,1.75,3,3,2,1,1,2,1,1,2,1,1,2,3,1,1,1,1,1
SVK,70300184,70300,SVK07,3,1,329,162,167,16.45,20,1.8,2.2,3.25,2.25,2,2,2,1,2,2,2,3,2,2,2,2,3,2,3,2,4,4
SVK,70300185,70300,SVK07,3,1,476,242,234,17.3091,27.5,2,3,1,1.5,2,2,2,2,2,3,3,3,3,3,1,1,1,3,1,1,1,1
SVK,70300186,70300,SVK04,2,3,403,200,203,NA,0,1.4,1.4,2,1.75,1,1,2,1,2,2,1,2,1,1,1,1,2,3,3,3,1,1
SVK,70300187,70300,SVK16,2,1,245,122,123,11.1364,22,1.6,1.4,1.5,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1
SVK,70300188,70300,SVK07,2,1,241,117,124,9.2692,26,3.2,1.8,3.75,2.75,4,4,4,2,2,2,2,2,2,1,2,3,4,2,4,4,3,4
SVK,70300189,70300,SVK22,2,2,355,1,354,11.8333,30,1.2,2,3,1.5,1,1,2,1,1,2,2,2,2,2,2,2,1,1,3,3,3,3
SVK,70300190,70300,SVK04,1,2,172,88,84,9.8286,17.5,1,1.2,1,2.25,1,1,1,1,1,1,1,2,1,1,2,2,4,1,1,1,1,1
SVK,70300191,70300,SVK09,4,1,1148,477,671,14.6242,78.5,1.4,2,3.5,1.5,1,1,2,1,2,2,1,3,2,2,3,1,1,1,3,3,4,4
SVK,70300192,70300,SVK18,3,3,55,4,51,3.1429,17.5,1,1.4,1.25,1.5,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1
SVK,70300194,70300,SVK22,3,1,360,327,33,9.3506,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300195,70300,SVK06,1,3,152,83,69,8.9412,17,1,1.4,1,1.25,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1
SVK,70300196,70300,SVK02,3,1,704,327,377,17.1707,41,1.4,2,1.5,3,1,1,2,1,2,2,2,2,2,2,3,1,4,4,2,2,1,1
SVK,70300198,70300,SVK20,3,1,180,15,165,10.2857,17.5,1.2,2.4,3.5,2,1,1,1,1,2,2,2,3,2,3,3,3,1,1,4,4,3,3
SVK,70300200,70300,SVK19,2,1,135,57,78,9.6429,14,2.2,2.2,1,1.5,3,3,2,1,2,2,2,2,3,2,3,1,1,1,1,1,1,1
SVK,70300201,70300,SVK02,2,3,1639,1113,526,NA,NA,2.8,2.2,2.75,1.25,3,3,3,2,3,3,1,2,3,2,1,2,1,1,2,2,3,4
SVK,70300202,70300,SVK02,1,3,111,57,54,7.9286,14,1.2,1.2,1,1.5,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1
SVK,70300203,70300,SVK05,1,1,186,56,130,9.7895,19,2,2.4,3,2.75,3,2,2,1,2,3,3,3,1,2,3,3,3,2,3,3,3,3
SVK,70300204,70300,SVK23,2,1,245,152,93,8.5965,28.5,1.8,2,1.5,1,3,2,2,1,1,2,1,2,3,2,1,1,1,1,1,1,2,2
